year,country_code,country,indicator,value
2007,IDN,Indonesia,Primary expenditure (% of GDP),16.877676535645
2007,IDN,Indonesia,Real GDP growth rate (%),6.3450217316217
2007,IDN,Indonesia,Real long-term bond yield (%),3.6978127817306
2008,IDN,Indonesia,Government expenditure (% of GDP),19.394001295323
2008,IDN,Indonesia,Government revenue (% of GDP),19.448114296579
2008,IDN,Indonesia,Gross public debt (% of GDP),30.252037460226
2008,IDN,Indonesia,Interest on public debt (% of GDP),1.6331004575941
2008,IDN,Indonesia,Primary balance (% of GDP),1.6872134588498
2008,IDN,Indonesia,Primary expenditure (% of GDP),17.760900837729
2008,IDN,Indonesia,Real GDP growth rate (%),7.4417731502149
2008,IDN,Indonesia,Real long-term bond yield (%),2.0209191053727
2009,IDN,Indonesia,Government expenditure (% of GDP),17.026653036951
2009,IDN,Indonesia,Government revenue (% of GDP),15.382277681895
2009,IDN,Indonesia,Gross public debt (% of GDP),26.483125740783
2009,IDN,Indonesia,Interest on public debt (% of GDP),1.560076721216
2009,IDN,Indonesia,Primary balance (% of GDP),-0.084298633840072
2009,IDN,Indonesia,Primary expenditure (% of GDP),15.466576315735
2009,IDN,Indonesia,Real GDP growth rate (%),4.7017685170506
2009,IDN,Indonesia,Real long-term bond yield (%),5.2571817729552
2010,IDN,Indonesia,Government expenditure (% of GDP),16.886546918898
2010,IDN,Indonesia,Government revenue (% of GDP),15.644106600895
2010,IDN,Indonesia,Gross public debt (% of GDP),26.3631251556
2010,IDN,Indonesia,Interest on public debt (% of GDP),1.2876095564653
2010,IDN,Indonesia,Primary balance (% of GDP),0.04516923846289
2010,IDN,Indonesia,Primary expenditure (% of GDP),15.598937362432
2010,IDN,Indonesia,Real GDP growth rate (%),6.3776256856567
2010,IDN,Indonesia,Real long-term bond yield (%),2.4651955866317
2011,IDN,Indonesia,Government expenditure (% of GDP),17.713702201453
2011,IDN,Indonesia,Government revenue (% of GDP),17.010163778596
2011,IDN,Indonesia,Gross public debt (% of GDP),23.106017753941
2011,IDN,Indonesia,Interest on public debt (% of GDP),1.1908230701636
2011,IDN,Indonesia,Primary balance (% of GDP),0.48728464730679
2011,IDN,Indonesia,Primary expenditure (% of GDP),16.522879131289
2011,IDN,Indonesia,Real GDP growth rate (%),6.1697842077101
2011,IDN,Indonesia,Real long-term bond yield (%),0.68167986298217
2012,IDN,Indonesia,Government expenditure (% of GDP),18.835804386345
2012,IDN,Indonesia,Government revenue (% of GDP),17.24934557499
2012,IDN,Indonesia,Gross public debt (% of GDP),22.95466377706
2012,IDN,Indonesia,Interest on public debt (% of GDP),1.1666601843181
2012,IDN,Indonesia,Primary balance (% of GDP),-0.41979862703763
2012,IDN,Indonesia,Primary expenditure (% of GDP),17.669144202027
2012,IDN,Indonesia,Real GDP growth rate (%),6.0300506530561
2012,IDN,Indonesia,Real long-term bond yield (%),1.2119235672883
2013,IDN,Indonesia,Government expenditure (% of GDP),19.081188670233
2013,IDN,Indonesia,Government revenue (% of GDP),16.864417379831
2013,IDN,Indonesia,Gross public debt (% of GDP),24.884377277754
2013,IDN,Indonesia,Interest on public debt (% of GDP),1.1840970437203
2013,IDN,Indonesia,Primary balance (% of GDP),-1.0326742466821
2013,IDN,Indonesia,Primary expenditure (% of GDP),17.897091626513
2013,IDN,Indonesia,Real GDP growth rate (%),5.5572636889101
2013,IDN,Indonesia,Real long-term bond yield (%),2.0418545171379
2014,IDN,Indonesia,Government expenditure (% of GDP),18.364756111034
2014,IDN,Indonesia,Government revenue (% of GDP),16.560216584279
2014,IDN,Indonesia,Gross public debt (% of GDP),24.645273175213
2014,IDN,Indonesia,Interest on public debt (% of GDP),1.2624855302257
2014,IDN,Indonesia,Primary balance (% of GDP),-0.54205399652919
2014,IDN,Indonesia,Primary expenditure (% of GDP),17.102270580808
2014,IDN,Indonesia,Real GDP growth rate (%),5.006668425755
2014,IDN,Indonesia,Real long-term bond yield (%),1.3968084656575
2015,IDN,Indonesia,Government expenditure (% of GDP),17.602161837744
2015,IDN,Indonesia,Government revenue (% of GDP),14.878240284716
2015,IDN,Indonesia,Gross public debt (% of GDP),27.013303953882
2015,IDN,Indonesia,Interest on public debt (% of GDP),1.3535072579845
2015,IDN,Indonesia,Primary balance (% of GDP),-1.3704142950438
2015,IDN,Indonesia,Primary expenditure (% of GDP),16.24865457976
2015,IDN,Indonesia,Real GDP growth rate (%),4.8763223002212
2015,IDN,Indonesia,Real long-term bond yield (%),2.6325991178847
2016,IDN,Indonesia,Government expenditure (% of GDP),16.920493461859
2016,IDN,Indonesia,Government revenue (% of GDP),14.359530286443
2016,IDN,Indonesia,Gross public debt (% of GDP),27.955460877893
2016,IDN,Indonesia,Interest on public debt (% of GDP),1.4736757891848
2016,IDN,Indonesia,Primary balance (% of GDP),-1.0872873862307
2016,IDN,Indonesia,Primary expenditure (% of GDP),15.446817672674
2016,IDN,Indonesia,Real GDP growth rate (%),5.0330691828018
2016,IDN,Indonesia,Real long-term bond yield (%),4.4430689768435
2017,IDN,Indonesia,Government expenditure (% of GDP),16.44362274639
2017,IDN,Indonesia,Government revenue (% of GDP),14.179647057578
2017,IDN,Indonesia,Gross public debt (% of GDP),29.395537140701
2017,IDN,Indonesia,Interest on public debt (% of GDP),1.5936039562303
2017,IDN,Indonesia,Primary balance (% of GDP),-0.67037173258222
2017,IDN,Indonesia,Primary expenditure (% of GDP),14.85001879016
2017,IDN,Indonesia,Real GDP growth rate (%),5.0697859013492
2017,IDN,Indonesia,Real long-term bond yield (%),2.5118556556914
2018,IDN,Indonesia,Government expenditure (% of GDP),16.611101867299
2018,IDN,Indonesia,Government revenue (% of GDP),14.921042437789
2018,IDN,Indonesia,Gross public debt (% of GDP),30.422723353629
2018,IDN,Indonesia,Interest on public debt (% of GDP),1.7383669358806
2018,IDN,Indonesia,Primary balance (% of GDP),0.048307506370509
2018,IDN,Indonesia,Primary expenditure (% of GDP),14.872734931419
2018,IDN,Indonesia,Real GDP growth rate (%),5.1742915395503
2018,IDN,Indonesia,Real long-term bond yield (%),4.7337858036541
2019,IDN,Indonesia,Government expenditure (% of GDP),16.35879139945
2019,IDN,Indonesia,Government revenue (% of GDP),14.268167253694
2019,IDN,Indonesia,Gross public debt (% of GDP),30.563454692874
2019,IDN,Indonesia,Interest on public debt (% of GDP),1.7402079886516
2019,IDN,Indonesia,Primary balance (% of GDP),-0.35041615710432
2019,IDN,Indonesia,Primary expenditure (% of GDP),14.618583410798
2019,IDN,Indonesia,Real GDP growth rate (%),5.0192876804628
2019,IDN,Indonesia,Real long-term bond yield (%),4.2409674338182
2020,IDN,Indonesia,Government expenditure (% of GDP),18.426700381365
2020,IDN,Indonesia,Government revenue (% of GDP),12.35184104965
2020,IDN,Indonesia,Gross public debt (% of GDP),39.747125572444
2020,IDN,Indonesia,Interest on public debt (% of GDP),2.0338078002386
2020,IDN,Indonesia,Primary balance (% of GDP),-4.041051531477
2020,IDN,Indonesia,Primary expenditure (% of GDP),16.392892581127
2020,IDN,Indonesia,Real GDP growth rate (%),-2.0655118293416
2020,IDN,Indonesia,Real long-term bond yield (%),3.8545434483503
2021,IDN,Indonesia,Government expenditure (% of GDP),18.123703681973
2021,IDN,Indonesia,Government revenue (% of GDP),13.718851593715
2021,IDN,Indonesia,Gross public debt (% of GDP),41.14030738531
2021,IDN,Indonesia,Interest on public debt (% of GDP),2.0233281111948
2021,IDN,Indonesia,Primary balance (% of GDP),-2.381523977063
2021,IDN,Indonesia,Primary expenditure (% of GDP),16.100375570778
2021,IDN,Indonesia,Real GDP growth rate (%),3.7028856282775
2021,IDN,Indonesia,Real long-term bond yield (%),4.8210974792879
2022,IDN,Indonesia,Government expenditure (% of GDP),17.36132260655
2022,IDN,Indonesia,Government revenue (% of GDP),15.170107576441
2022,IDN,Indonesia,Gross public debt (% of GDP),40.14136873897
2022,IDN,Indonesia,Interest on public debt (% of GDP),1.9723250300174
2022,IDN,Indonesia,Primary balance (% of GDP),-0.21889000009135
2022,IDN,Indonesia,Primary expenditure (% of GDP),15.388997576532
2022,IDN,Indonesia,Real GDP growth rate (%),5.3074193477576
2022,IDN,Indonesia,Real long-term bond yield (%),2.8013567529571
2023,IDN,Indonesia,Government expenditure (% of GDP),16.652771357036
2023,IDN,Indonesia,Government revenue (% of GDP),15.039480993571
2023,IDN,Indonesia,Gross public debt (% of GDP),39.601240300051
2023,IDN,Indonesia,Interest on public debt (% of GDP),2.1054665360308
2023,IDN,Indonesia,Primary balance (% of GDP),0.49217617256532
2023,IDN,Indonesia,Primary expenditure (% of GDP),14.547304821005
2023,IDN,Indonesia,Real GDP growth rate (%),5.0481057706729
2023,IDN,Indonesia,Real long-term bond yield (%),2.7675
2005,MEX,Mexico,Government expenditure (% of GDP),21.155929105491
2005,MEX,Mexico,Government revenue (% of GDP),19.722058427041
2005,MEX,Mexico,Gross public debt (% of GDP),36.840512983172
2005,MEX,Mexico,Interest on public debt (% of GDP),2.7027073853229
2005,MEX,Mexico,Primary balance (% of GDP),1.268836706873
2005,MEX,Mexico,Primary expenditure (% of GDP),18.453221720168
2005,MEX,Mexico,Real GDP growth rate (%),2.1132466163534
2005,MEX,Mexico,Real long-term bond yield (%),5.4294330185383
2006,MEX,Mexico,Government expenditure (% of GDP),21.576567750338
2006,MEX,Mexico,Government revenue (% of GDP),20.350678961623
2006,MEX,Mexico,Gross public debt (% of GDP),35.776544137644
2006,MEX,Mexico,Interest on public debt (% of GDP),2.5885324022177
2006,MEX,Mexico,Primary balance (% of GDP),1.3626436135031
2006,MEX,Mexico,Primary expenditure (% of GDP),18.98803534812
2006,MEX,Mexico,Real GDP growth rate (%),4.805015856214
2006,MEX,Mexico,Real long-term bond yield (%),4.7588675326557
2007,MEX,Mexico,Government expenditure (% of GDP),22.521006436932
2007,MEX,Mexico,Government revenue (% of GDP),21.062675747678
2007,MEX,Mexico,Gross public debt (% of GDP),35.529023140812
2007,MEX,Mexico,Interest on public debt (% of GDP),2.4799204921037
2007,MEX,Mexico,Primary balance (% of GDP),1.0215898028497
2007,MEX,Mexico,Primary expenditure (% of GDP),20.041085944828
2007,MEX,Mexico,Real GDP growth rate (%),2.0778621271995
2007,MEX,Mexico,Real long-term bond yield (%),3.8264808732731
2008,MEX,Mexico,Government expenditure (% of GDP),26.501976452119
2008,MEX,Mexico,Government revenue (% of GDP),25.820675950474
2008,MEX,Mexico,Gross public debt (% of GDP),40.604768679942
2008,MEX,Mexico,Interest on public debt (% of GDP),3.4183962745434
2008,MEX,Mexico,Primary balance (% of GDP),2.7370957728988
2008,MEX,Mexico,Primary expenditure (% of GDP),23.083580177575
2008,MEX,Mexico,Real GDP growth rate (%),0.94333239317526
2008,MEX,Mexico,Real long-term bond yield (%),3.1875189948622
2009,MEX,Mexico,Government expenditure (% of GDP),26.516525110828
2009,MEX,Mexico,Government revenue (% of GDP),22.58119800155
2009,MEX,Mexico,Gross public debt (% of GDP),41.66674758552
2009,MEX,Mexico,Interest on public debt (% of GDP),3.4156858532448
2009,MEX,Mexico,Primary balance (% of GDP),-0.51964125603261
2009,MEX,Mexico,Primary expenditure (% of GDP),23.100839257583
2009,MEX,Mexico,Real GDP growth rate (%),-6.2952505267723
2009,MEX,Mexico,Real long-term bond yield (%),2.6663945101223
2010,MEX,Mexico,Government expenditure (% of GDP),26.482124915185
2010,MEX,Mexico,Government revenue (% of GDP),22.678321304363
2010,MEX,Mexico,Gross public debt (% of GDP),40.155215619372
2010,MEX,Mexico,Interest on public debt (% of GDP),2.9776414368058
2010,MEX,Mexico,Primary balance (% of GDP),-0.82616217401593
2010,MEX,Mexico,Primary expenditure (% of GDP),23.504483478379
2010,MEX,Mexico,Real GDP growth rate (%),4.971334716188
2010,MEX,Mexico,Real long-term bond yield (%),2.9332716211661
2011,MEX,Mexico,Government expenditure (% of GDP),26.622071775808
2011,MEX,Mexico,Government revenue (% of GDP),23.417944098221
2011,MEX,Mexico,Gross public debt (% of GDP),41.16678077705
2011,MEX,Mexico,Interest on public debt (% of GDP),2.8076674356504
2011,MEX,Mexico,Primary balance (% of GDP),-0.39646024193694
2011,MEX,Mexico,Primary expenditure (% of GDP),23.814404340158
2011,MEX,Mexico,Real GDP growth rate (%),3.4440449591698
2011,MEX,Mexico,Real long-term bond yield (%),3.2604
2012,MEX,Mexico,Government expenditure (% of GDP),26.999657482155
2012,MEX,Mexico,Government revenue (% of GDP),23.433699335958
2012,MEX,Mexico,Gross public debt (% of GDP),40.814554004171
2012,MEX,Mexico,Interest on public debt (% of GDP),2.9522180332609
2012,MEX,Mexico,Primary balance (% of GDP),-0.61374011293579
2012,MEX,Mexico,Primary expenditure (% of GDP),24.047439448894
2012,MEX,Mexico,Real GDP growth rate (%),3.5532109416029
2012,MEX,Mexico,Real long-term bond yield (%),1.4868246122801
2013,MEX,Mexico,Government expenditure (% of GDP),26.668510277414
2013,MEX,Mexico,Government revenue (% of GDP),23.109448342333
2013,MEX,Mexico,Gross public debt (% of GDP),44.066478810668
2013,MEX,Mexico,Interest on public debt (% of GDP),2.914337779298
2013,MEX,Mexico,Primary balance (% of GDP),-0.64472415578243
2013,MEX,Mexico,Primary expenditure (% of GDP),23.754172498116
2013,MEX,Mexico,Real GDP growth rate (%),0.85210139517421
2013,MEX,Mexico,Real long-term bond yield (%),1.8711106026641
2014,MEX,Mexico,Government expenditure (% of GDP),26.949416556816
2014,MEX,Mexico,Government revenue (% of GDP),22.578121514272
2014,MEX,Mexico,Gross public debt (% of GDP),47.092789656158
2014,MEX,Mexico,Interest on public debt (% of GDP),2.9195871842476
2014,MEX,Mexico,Primary balance (% of GDP),-1.4517078582964
2014,MEX,Mexico,Primary expenditure (% of GDP),24.029829372568
2014,MEX,Mexico,Real GDP growth rate (%),2.5037634374002
2014,MEX,Mexico,Real long-term bond yield (%),1.9955456466044
2015,MEX,Mexico,Government expenditure (% of GDP),26.557374742627
2015,MEX,Mexico,Government revenue (% of GDP),22.698584163421
2015,MEX,Mexico,Gross public debt (% of GDP),50.972958413344
2015,MEX,Mexico,Interest on public debt (% of GDP),2.9171483266036
2015,MEX,Mexico,Primary balance (% of GDP),-0.94164225260226
2015,MEX,Mexico,Primary expenditure (% of GDP),23.640226416024
2015,MEX,Mexico,Real GDP growth rate (%),2.7023235204256
2015,MEX,Mexico,Real long-term bond yield (%),3.2706094108595
2016,MEX,Mexico,Government expenditure (% of GDP),26.522520976859
2016,MEX,Mexico,Government revenue (% of GDP),23.841111996318
2016,MEX,Mexico,Gross public debt (% of GDP),55.003310291127
2016,MEX,Mexico,Interest on public debt (% of GDP),3.2183449140823
2016,MEX,Mexico,Primary balance (% of GDP),0.53693593354141
2016,MEX,Mexico,Primary expenditure (% of GDP),23.304176062776
2016,MEX,Mexico,Real GDP growth rate (%),1.7724931803662
2016,MEX,Mexico,Real long-term bond yield (%),3.3720425949337
2017,MEX,Mexico,Government expenditure (% of GDP),25.018180292492
2017,MEX,Mexico,Government revenue (% of GDP),23.98413208744
2017,MEX,Mexico,Gross public debt (% of GDP),52.521184101527
2017,MEX,Mexico,Interest on public debt (% of GDP),3.9313675008637
2017,MEX,Mexico,Primary balance (% of GDP),2.8973192958111
2017,MEX,Mexico,Primary expenditure (% of GDP),21.086812791629
2017,MEX,Mexico,Real GDP growth rate (%),1.8717285674045
2017,MEX,Mexico,Real long-term bond yield (%),1.206878657315
2018,MEX,Mexico,Government expenditure (% of GDP),24.969736297205
2018,MEX,Mexico,Government revenue (% of GDP),22.831150160331
2018,MEX,Mexico,Gross public debt (% of GDP),52.201770415418
2018,MEX,Mexico,Interest on public debt (% of GDP),4.0070061378446
2018,MEX,Mexico,Primary balance (% of GDP),1.868420000971
2018,MEX,Mexico,Primary expenditure (% of GDP),20.96273015936
2018,MEX,Mexico,Real GDP growth rate (%),1.9720821564082
2018,MEX,Mexico,Real long-term bond yield (%),3.0306468619285
2019,MEX,Mexico,Government expenditure (% of GDP),25.241837074562
2019,MEX,Mexico,Government revenue (% of GDP),22.97775260296
2019,MEX,Mexico,Gross public debt (% of GDP),51.858891831012
2019,MEX,Mexico,Interest on public debt (% of GDP),4.0763173891641
2019,MEX,Mexico,Primary balance (% of GDP),1.8122329175626
2019,MEX,Mexico,Primary expenditure (% of GDP),21.165519685398
2019,MEX,Mexico,Real GDP growth rate (%),-0.39269065354839
2019,MEX,Mexico,Real long-term bond yield (%),4.0323717304129
2020,MEX,Mexico,Government expenditure (% of GDP),27.788595178368
2020,MEX,Mexico,Government revenue (% of GDP),23.497611330547
2020,MEX,Mexico,Gross public debt (% of GDP),58.504846668148
2020,MEX,Mexico,Interest on public debt (% of GDP),4.2540463374008
2020,MEX,Mexico,Primary balance (% of GDP),-0.03693751042071
2020,MEX,Mexico,Primary expenditure (% of GDP),23.534548840968
2020,MEX,Mexico,Real GDP growth rate (%),-8.3540345809964
2020,MEX,Mexico,Real long-term bond yield (%),2.8527420745483
2021,MEX,Mexico,Government expenditure (% of GDP),26.754974822254
2021,MEX,Mexico,Government revenue (% of GDP),22.998296258892
2021,MEX,Mexico,Gross public debt (% of GDP),56.894555347087
2021,MEX,Mexico,Interest on public debt (% of GDP),3.9964779409691
2021,MEX,Mexico,Primary balance (% of GDP),0.23979937760708
2021,MEX,Mexico,Primary expenditure (% of GDP),22.758496881285
2021,MEX,Mexico,Real GDP growth rate (%),6.0484835597441
2021,MEX,Mexico,Real long-term bond yield (%),1.0741245863386
2022,MEX,Mexico,Government expenditure (% of GDP),28.578510946055
2022,MEX,Mexico,Government revenue (% of GDP),24.307135637761
2022,MEX,Mexico,Gross public debt (% of GDP),54.169118629678
2022,MEX,Mexico,Interest on public debt (% of GDP),5.3662210448665
2022,MEX,Mexico,Primary balance (% of GDP),1.0948457365724
2022,MEX,Mexico,Primary expenditure (% of GDP),23.212289901189
2022,MEX,Mexico,Real GDP growth rate (%),3.6891111086793
2023,MEX,Mexico,Government expenditure (% of GDP),28.671539964682
2023,MEX,Mexico,Government revenue (% of GDP),24.360356039701
2023,MEX,Mexico,Gross public debt (% of GDP),53.097479701073
2023,MEX,Mexico,Interest on public debt (% of GDP),6.2248816703874
2023,MEX,Mexico,Primary balance (% of GDP),1.9136977454064
2023,MEX,Mexico,Primary expenditure (% of GDP),22.446658294294
2023,MEX,Mexico,Real GDP growth rate (%),3.19998119684
2005,PER,Peru,Government expenditure (% of GDP),20.378743598023
2005,PER,Peru,Government revenue (% of GDP),19.943061749186
2005,PER,Peru,Gross public debt (% of GDP),41.848239299717
2005,PER,Peru,Interest on public debt (% of GDP),2.0318094254687
2005,PER,Peru,Primary balance (% of GDP),1.596127576631
2005,PER,Peru,Primary expenditure (% of GDP),18.346934172555
2005,PER,Peru,Real GDP growth rate (%),6.2846480015207
2006,PER,Peru,Government expenditure (% of GDP),19.162064592059
2006,PER,Peru,Government revenue (% of GDP),21.191192382448
2006,PER,Peru,Gross public debt (% of GDP),33.818139511689
2006,PER,Peru,Interest on public debt (% of GDP),1.9534176528492
2006,PER,Peru,Primary balance (% of GDP),3.9825454432387
2006,PER,Peru,Primary expenditure (% of GDP),17.20864693921
2006,PER,Peru,Real GDP growth rate (%),7.5288990440594
2007,PER,Peru,Government expenditure (% of GDP),18.593149315871
2007,PER,Peru,Government revenue (% of GDP),21.941507665015
2007,PER,Peru,Gross public debt (% of GDP),29.574985842155
2007,PER,Peru,Interest on public debt (% of GDP),1.8563094004901
2007,PER,Peru,Primary balance (% of GDP),5.2046677496348
2007,PER,Peru,Primary expenditure (% of GDP),16.736839915381
2007,PER,Peru,Real GDP growth rate (%),8.5183877690955
2008,PER,Peru,Government expenditure (% of GDP),19.827139358163
2008,PER,Peru,Government revenue (% of GDP),22.303258191308
2008,PER,Peru,Gross public debt (% of GDP),26.513854645186
2008,PER,Peru,Interest on public debt (% of GDP),1.6202274343799
2008,PER,Peru,Primary balance (% of GDP),4.0963462675249
2008,PER,Peru,Primary expenditure (% of GDP),18.206911923783
2008,PER,Peru,Real GDP growth rate (%),9.1190610992421
2009,PER,Peru,Government expenditure (% of GDP),21.401106200604
2009,PER,Peru,Government revenue (% of GDP),19.918263328461
2009,PER,Peru,Gross public debt (% of GDP),26.648093014646
2009,PER,Peru,Interest on public debt (% of GDP),1.3343304645378
2009,PER,Peru,Primary balance (% of GDP),-0.14851240760538
2009,PER,Peru,Primary expenditure (% of GDP),20.066775736066
2009,PER,Peru,Real GDP growth rate (%),1.0961857094535
2010,PER,Peru,Government expenditure (% of GDP),21.009408114977
2010,PER,Peru,Government revenue (% of GDP),20.993902706918
2010,PER,Peru,Gross public debt (% of GDP),23.537310432909
2010,PER,Peru,Interest on public debt (% of GDP),1.1832810698749
2010,PER,Peru,Primary balance (% of GDP),1.1677756618158
2010,PER,Peru,Primary expenditure (% of GDP),19.826127045102
2010,PER,Peru,Real GDP growth rate (%),8.3344202795815
2011,PER,Peru,Government expenditure (% of GDP),19.709583234055
2011,PER,Peru,Government revenue (% of GDP),21.752264526502
2011,PER,Peru,Gross public debt (% of GDP),21.364009550644
2011,PER,Peru,Interest on public debt (% of GDP),1.1500341111813
2011,PER,Peru,Primary balance (% of GDP),3.1927154036281
2011,PER,Peru,Primary expenditure (% of GDP),18.559549122874
2011,PER,Peru,Real GDP growth rate (%),6.3271924016112
2012,PER,Peru,Government expenditure (% of GDP),20.275154230297
2012,PER,Peru,Government revenue (% of GDP),22.345469133217
2012,PER,Peru,Gross public debt (% of GDP),19.730345114186
2012,PER,Peru,Interest on public debt (% of GDP),1.070704138042
2012,PER,Peru,Primary balance (% of GDP),3.141019040962
2012,PER,Peru,Primary expenditure (% of GDP),19.204450092255
2012,PER,Peru,Real GDP growth rate (%),6.1397247056044
2013,PER,Peru,Government expenditure (% of GDP),21.458482132064
2013,PER,Peru,Government revenue (% of GDP),22.21274652005
2013,PER,Peru,Gross public debt (% of GDP),18.839490194852
2013,PER,Peru,Interest on public debt (% of GDP),1.0858471722047
2013,PER,Peru,Primary balance (% of GDP),1.8401115601899
2013,PER,Peru,Primary expenditure (% of GDP),20.37263495986
2013,PER,Peru,Real GDP growth rate (%),5.8525182108493
2014,PER,Peru,Government expenditure (% of GDP),22.443192060945
2014,PER,Peru,Government revenue (% of GDP),22.254408664519
2014,PER,Peru,Gross public debt (% of GDP),19.210936789044
2014,PER,Peru,Interest on public debt (% of GDP),1.0456461086891
2014,PER,Peru,Primary balance (% of GDP),0.85686271226271
2014,PER,Peru,Primary expenditure (% of GDP),21.397545952256
2014,PER,Peru,Real GDP growth rate (%),2.3821573718054
2015,PER,Peru,Government expenditure (% of GDP),22.172591402825
2015,PER,Peru,Government revenue (% of GDP),20.136484022448
2015,PER,Peru,Gross public debt (% of GDP),22.476185988211
2015,PER,Peru,Interest on public debt (% of GDP),1.0262905554895
2015,PER,Peru,Primary balance (% of GDP),-1.0098168248876
2015,PER,Peru,Primary expenditure (% of GDP),21.146300847335
2015,PER,Peru,Real GDP growth rate (%),3.2524587638132
2016,PER,Peru,Government expenditure (% of GDP),20.775066723277
2016,PER,Peru,Government revenue (% of GDP),18.629037183289
2016,PER,Peru,Gross public debt (% of GDP),22.947913902698
2016,PER,Peru,Interest on public debt (% of GDP),1.0419290727806
2016,PER,Peru,Primary balance (% of GDP),-1.1041004672074
2016,PER,Peru,Primary expenditure (% of GDP),19.733137650497
2016,PER,Peru,Real GDP growth rate (%),3.9533105219199
2017,PER,Peru,Government expenditure (% of GDP),20.90343661389
2017,PER,Peru,Government revenue (% of GDP),18.07688122737
2017,PER,Peru,Gross public debt (% of GDP),23.165991614226
2017,PER,Peru,Interest on public debt (% of GDP),1.1051624174121
2017,PER,Peru,Primary balance (% of GDP),-1.7213929691077
2017,PER,Peru,Primary expenditure (% of GDP),19.798274196477
2017,PER,Peru,Real GDP growth rate (%),2.5186310513535
2018,PER,Peru,Government expenditure (% of GDP),21.174946372323
2018,PER,Peru,Government revenue (% of GDP),19.211433084645
2018,PER,Peru,Gross public debt (% of GDP),23.473820753777
2018,PER,Peru,Interest on public debt (% of GDP),1.2296068248906
2018,PER,Peru,Primary balance (% of GDP),-0.73390646278809
2018,PER,Peru,Primary expenditure (% of GDP),19.945339547433
2018,PER,Peru,Real GDP growth rate (%),3.969351341365
2019,PER,Peru,Government expenditure (% of GDP),21.124617856004
2019,PER,Peru,Government revenue (% of GDP),19.736750435033
2019,PER,Peru,Gross public debt (% of GDP),24.697853744507
2019,PER,Peru,Interest on public debt (% of GDP),1.2686634131477
2019,PER,Peru,Primary balance (% of GDP),-0.11920400782374
2019,PER,Peru,Primary expenditure (% of GDP),19.855954442857
2019,PER,Peru,Real GDP growth rate (%),2.2404447221048
2020,PER,Peru,Government expenditure (% of GDP),26.083939827787
2020,PER,Peru,Government revenue (% of GDP),17.783002591359
2020,PER,Peru,Gross public debt (% of GDP),32.324909647862
2020,PER,Peru,Interest on public debt (% of GDP),1.5050696098036
2020,PER,Peru,Primary balance (% of GDP),-6.7958676266237
2020,PER,Peru,Primary expenditure (% of GDP),24.578870217983
2020,PER,Peru,Real GDP growth rate (%),-10.869294772815
2021,PER,Peru,Government expenditure (% of GDP),23.491303782759
2021,PER,Peru,Government revenue (% of GDP),20.962617351537
2021,PER,Peru,Gross public debt (% of GDP),33.641038259718
2021,PER,Peru,Interest on public debt (% of GDP),1.3819344124866
2021,PER,Peru,Primary balance (% of GDP),-1.1467520187354
2021,PER,Peru,Primary expenditure (% of GDP),22.109369370272
2021,PER,Peru,Real GDP growth rate (%),13.41729749257
2022,PER,Peru,Government expenditure (% of GDP),23.485711926496
2022,PER,Peru,Government revenue (% of GDP),22.083452457119
2022,PER,Peru,Gross public debt (% of GDP),31.948400404598
2022,PER,Peru,Interest on public debt (% of GDP),1.436008621185
2022,PER,Peru,Primary balance (% of GDP),0.033749151808461
2022,PER,Peru,Primary expenditure (% of GDP),22.049703305311
2022,PER,Peru,Real GDP growth rate (%),2.6840524105979
2023,PER,Peru,Government expenditure (% of GDP),22.480868775094
2023,PER,Peru,Government revenue (% of GDP),19.70838140798
2023,PER,Peru,Gross public debt (% of GDP),31.253313409974
2023,PER,Peru,Interest on public debt (% of GDP),1.542656219402
2023,PER,Peru,Primary balance (% of GDP),-1.2298311477111
2023,PER,Peru,Primary expenditure (% of GDP),20.938212555692
2023,PER,Peru,Real GDP growth rate (%),-0.55182405078685
2005,PHL,Philippines,Government expenditure (% of GDP),18.740975583376
2005,PHL,Philippines,Government revenue (% of GDP),17.116337405024
2005,PHL,Philippines,Gross public debt (% of GDP),64.674292918368
2005,PHL,Philippines,Interest on public debt (% of GDP),5.0486372116919
2005,PHL,Philippines,Primary balance (% of GDP),3.4239990333397
2005,PHL,Philippines,Primary expenditure (% of GDP),13.692338371684
2005,PHL,Philippines,Real GDP growth rate (%),4.9424966493555
2005,PHL,Philippines,Real long-term bond yield (%),2.2401457927876
2006,PHL,Philippines,Government expenditure (% of GDP),18.282287000541
2006,PHL,Philippines,Government revenue (% of GDP),18.235929159783
2006,PHL,Philippines,Gross public debt (% of GDP),57.188542347762
2006,PHL,Philippines,Interest on public debt (% of GDP),4.6089313092586
2006,PHL,Philippines,Primary balance (% of GDP),4.562573468501
2006,PHL,Philippines,Primary expenditure (% of GDP),13.673355691282
2006,PHL,Philippines,Real GDP growth rate (%),5.3164209573296
2006,PHL,Philippines,Real long-term bond yield (%),1.8134981749866
2007,PHL,Philippines,Government expenditure (% of GDP),18.183817426002
2007,PHL,Philippines,Government revenue (% of GDP),17.898893124958
2007,PHL,Philippines,Gross public debt (% of GDP),50.167617292164
2007,PHL,Philippines,Interest on public debt (% of GDP),3.5558955150583
2007,PHL,Philippines,Primary balance (% of GDP),3.2709712140142
2007,PHL,Philippines,Primary expenditure (% of GDP),14.627921910944
2007,PHL,Philippines,Real GDP growth rate (%),6.5192920442853
